Category,Description,Data.Protein,Data.Fat.Total Lipid,Data.Fat.Polysaturated Fat,Data.Carbohydrate,Data.Fiber,Data.Water,Data.Vitamins.Vitamin A,Data.Major Minerals.Calcium,Data.Vitamins.Vitamin E,Data.Vitamins.Vitamin K,Data.Thiamin,Data.Riboflavin,Data.Niacin,Data.Vitamins.Vitamin B6,Data.Vitamins.Vitamin B12,Data.Choline,Data.Vitamins.Vitamin C,Data.Major Minerals.Phosphorus,Data.Major Minerals.Magnesium,Data.Major Minerals.Sodium,Data.Major Minerals.Potassium,Data.Major Minerals.Copper,Data.Major Minerals.Iron,Data.Major Minerals.Zinc
Popover,Popover,10.88,8.69,0.971,34.83,1.1,43.91,129,124,0.49,0.7,0.297,0.429,2.252,0.104,0.48,91.2,0,189,22,293,212,0.082,2.44,1.04
Bread,"Bread, Boston Brown",10.67,4.53,1.615,47.54,4,35.25,0,125,0.19,4.9,0.411,0.252,5.59,0.111,0,18.7,0.2,129,41,473,141,0.148,3.6,1.04
Bread,"Bread, nut",6.49,19.55,9.012,49.55,1.3,22.31,35,162,1.72,15.7,0.219,0.23,1.677,0.086,0.17,37.2,0.1,143,24,338,146,0.17,2.08,0.7
Bread,"Bread, pumpkin",4.85,12.72,4.833,42.95,1.4,37.67,207,137,1.67,16.9,0.173,0.198,1.436,0.055,0.14,31.4,0.8,109,17,286,146,0.076,1.92,0.45
Bread,"Bread, fruit",5.96,17.61,8.11,47.22,1.4,27.22,32,146,1.56,14.2,0.203,0.215,1.581,0.12,0.15,34.6,0.9,132,25,304,169,0.161,1.9,0.64
Bread,"Bread, zucchini",4.93,12.94,4.928,42.38,0.9,37.93,32,137,1.46,14.3,0.179,0.209,1.471,0.078,0.15,31.7,3,111,15,292,157,0.063,1.69,0.48
Bread,"Bread, Irish soda",6.26,8.66,0.598,50.72,2.3,32,77,104,0.37,1.6,0.239,0.256,1.964,0.077,0.1,29.7,0.8,120,22,471,265,0.124,2.32,0.58
Cake batter,"Cake batter, raw, chocolate",4.34,13.66,4.759,40.46,1.2,39.73,26,77,1.44,10.6,0.112,0.159,1.229,0.043,0.4,49.1,0,176,23,410,192,0.151,1.76,0.6
Cake batter,"Cake batter, raw, not chocolate",3.89,11.33,3.733,41.35,0.6,41.38,26,116,1.57,11,0.123,0.19,1.177,0.066,0.19,49.9,0,188,7,390,46,0.05,1.34,0.35
Cake or cupcake,"Cake or cupcake, NS as to type",3.48,20.05,4.622,52.84,2.2,22.04,1,30,4.33,28.9,0,0.057,0.773,0,0,22,0.1,137,31,348,270,0.216,3.04,0.58
Cake,"Cake, angel food, without icing or filling",6.1,0.3,0.124,58.7,0.2,32.9,0,84,0.01,0.1,0.074,0.182,0.154,0.005,0.03,1.2,0,232,8,511,135,0.068,0.23,0.13
Cake,"Cake, angel food, with icing or filling",4.1,6.91,0.334,65.34,0.1,22.17,57,58,0.2,0.6,0.061,0.141,0.116,0.004,0.03,2.4,0,155,6,392,92,0.047,0.17,0.1
Cake,"Cake, angel food, with fruit and icing or filling",4.35,3.03,0.226,42.5,0.7,48.67,24,69,0.18,1,0.068,0.139,0.234,0.023,0.05,4.7,18.4,161,10,315,149,0.058,0.28,0.17
Cake or cupcake,"Cake or cupcake, applesauce, without icing or filling",4.91,24.68,11.775,44.55,1.7,24.82,19,24,2.28,21,0.155,0.16,1.154,0.082,0.08,33.7,0.5,78,21,204,99,0.194,1.47,0.59
Cake or cupcake,"Cake or cupcake, applesauce, with icing or filling",3.86,26.07,7.866,46.37,1.1,22.76,102,28,1.73,14.1,0.101,0.133,0.744,0.058,0.09,25.8,0.3,63,15,217,80,0.126,0.96,0.44
Cake or cupcake,"Cake or cupcake, banana, without icing or filling",5.31,25.51,12.157,46.79,2.1,21.15,20,25,2.33,21.6,0.163,0.177,1.332,0.17,0.08,36.4,2,84,28,210,168,0.21,1.55,0.64
Cake or cupcake,"Cake or cupcake, banana, with icing or filling",4.09,26.63,8.031,47.84,1.3,20.37,104,29,1.75,14.3,0.105,0.143,0.848,0.113,0.09,27.4,1.2,67,19,221,123,0.135,1,0.46
Cake or cupcake,"Cake or cupcake, Black Forest",2.4,12.5,2.34,38,0.5,46.1,80,48,0.75,2.4,0.03,0.19,0.7,0.06,0.21,28.5,13.6,105,19,164,166,0.057,1.1,0.28
Cake,"Cake, Boston cream pie",2.4,8.5,1.009,42.9,1.4,45.4,24,23,0.15,3.1,0.408,0.27,0.191,0.026,0.16,17.4,0.2,49,6,254,39,0.042,0.38,0.16
Cake or cupcake,"Cake or cupcake, carrot, without icing or filling",5.29,25.62,12.229,43.41,2.1,24.4,228,32,2.49,25.1,0.173,0.174,1.424,0.111,0.08,36.3,1.3,88,24,229,167,0.204,1.57,0.66
Cake or cupcake,"Cake or cupcake, carrot, with icing or filling",4.07,26.71,8.064,45.74,1.3,22.39,235,33,1.84,16.5,0.111,0.141,0.904,0.076,0.09,27.3,0.8,69,16,233,122,0.131,1.01,0.48
Cake,"Cake, carrot, diet",3.71,11.14,3.179,74.3,14.9,9.66,5,223,1.06,6.3,0.302,0.301,2.199,0.048,0.22,85.8,0,98,11,316,73,0.067,1.34,0.49
Cake or cupcake,"Cake or cupcake, coconut, with icing or filling",4.4,10.3,2.162,63.2,1,20.7,12,90,0.12,4.1,0.128,0.189,1.063,0.029,0.06,6,0.1,70,12,284,99,0.067,1.16,0.33
Cheesecake,Cheesecake,5.5,22.5,1.602,25.5,0.4,45.6,159,51,0.56,4.4,0.028,0.193,0.195,0.052,0.17,45.9,0.4,93,11,438,90,0.02,0.63,0.51
Cheesecake with fruit,Cheesecake with fruit,3.63,13.92,1.043,18.62,1,63.12,98,37,0.46,3.6,0.026,0.127,0.269,0.05,0.1,30.4,23,66,12,269,114,0.031,0.55,0.37
Cheesecake,"Cheesecake, chocolate",5.97,25.82,1.71,32.55,1,34.63,159,55,0.59,5,0.034,0.203,0.242,0.056,0.17,48.4,0.4,108,24,440,130,0.097,0.97,0.69
Cake or cupcake,"Cake or cupcake, chocolate, devil's food or fudge, with icing or filling",3.48,20.05,4.622,52.84,2.2,22.04,1,30,4.33,28.9,0,0.057,0.773,0,0,22,0.1,137,31,348,270,0.216,3.04,0.58
Cake or cupcake,"Cake or cupcake, chocolate, devil's food or fudge, without icing or filling",4.88,15.35,5.347,45.46,1.3,32.28,30,86,1.62,11.9,0.101,0.165,1.242,0.045,0.41,44.4,0,198,26,461,216,0.17,1.98,0.68
Cake or cupcake,"Cake or cupcake, German chocolate, with icing or filling",3.85,21.92,5.829,51.49,2.7,21.13,1,31,4,26.7,0.012,0.058,0.781,0.019,0,22.4,0.1,142,36,334,280,0.265,2.96,0.67
Cake,"Cake, chocolate, with icing, diet",3.71,13,3.034,69.37,14.9,11.31,1,149,1.13,7.5,0.276,0.296,2.102,0.046,0.18,68.4,0,146,34,483,193,0.243,4.01,0.73
Cake,"Cake, cream, without icing or topping",4.86,18.93,4.777,45.84,0.4,28.84,54,88,1.73,12,0.146,0.178,1.302,0.042,0.19,46.3,0,186,9,500,79,0.049,1.19,0.43
Snack cake,"Snack cake, chocolate, with icing or filling",3.63,15.93,1.822,60.31,3.2,18.57,1,116,1.09,10.6,0.037,0.075,0.925,0.143,0.06,20.6,1.9,87,36,332,176,0.305,3.6,1.04
Snack cake,"Snack cake, chocolate, with icing or filling, reduced fat and calories",3.71,13,3.034,69.37,14.9,11.31,1,149,1.13,7.5,0.276,0.296,2.102,0.046,0.18,68.4,0,146,34,483,193,0.243,4.01,0.73
Snack cake,"Snack cake, not chocolate, with icing or filling",3.47,11.54,1.86,64.03,1,19.6,5,24,0.62,9.7,0.181,0.168,1.549,0,0.19,37.8,0.1,185,8,470,71,0.148,1.36,0.6
Snack cake,"Snack cake, not chocolate, with icing or filling, reduced fat and calories",3.71,11.14,3.179,74.3,14.9,9.66,5,223,1.06,6.3,0.302,0.301,2.199,0.048,0.22,85.8,0,98,11,316,73,0.067,1.34,0.49
Cake,"Cake, Dobos Torte",3.58,18.01,4.188,55.51,0.6,21.46,20,56,1.76,8.5,0.106,0.128,0.973,0.028,0.11,34.2,0,155,13,427,116,0.11,1.39,0.38
Cake,"Cake, fruit cake, light or dark, holiday type cake",2.9,9.1,3.323,61.6,3.7,25.3,7,33,0.9,1.5,0.05,0.099,0.791,0.046,0.01,8.9,0.5,52,16,101,153,0.05,2.07,0.27
Cake or cupcake,"Cake or cupcake, gingerbread",4.02,10.15,1.382,50.68,1.2,33.12,13,70,0.22,4.4,0.187,0.182,1.563,0.038,0.06,26.3,0.1,170,16,459,243,0.178,3.33,0.36
Ice cream cake,Ice cream cake,3.24,14.46,3.415,39.9,0.5,41.55,75,95,0.74,3.6,0.07,0.155,0.308,0.046,0.27,43.5,0.3,124,10,174,126,0.028,0.58,0.47
Cake,"Cake, jelly roll",4.01,14.1,4.145,56.21,0.6,24.35,25,71,1.48,10.5,0.129,0.169,1.157,0.037,0.14,41.6,2.2,159,8,451,71,0.067,1.18,0.35
Cake or cupcake,"Cake or cupcake, lemon, without icing or filling",4.54,16.29,4.796,45.37,0.4,32.33,29,76,1.68,12.1,0.145,0.174,1.329,0.037,0.16,45.2,0,179,8,513,61,0.049,1.22,0.39
Cake or cupcake,"Cake or cupcake, lemon, with icing or filling",3.43,17.49,3.77,54.97,0.3,22.89,67,59,1.41,9.5,0.108,0.136,0.992,0.028,0.13,34.9,0,135,6,425,47,0.038,0.92,0.3
Cake or cupcake,"Cake or cupcake, marble, without icing or filling",4.71,15.82,5.072,45.42,0.8,32.3,29,81,1.65,12,0.123,0.169,1.285,0.041,0.28,44.8,0,188,17,487,138,0.11,1.6,0.53
Cake or cupcake,"Cake or cupcake, marble, with icing or filling",3.24,18.98,5.5,54.52,1.2,22.07,16,46,2.76,17.9,0.05,0.064,0.637,0.022,0.08,41.5,0,140,18,308,162,0.125,2.06,0.42
Cake or cupcake,"Cake or cupcake, nut, without icing or filling",6.53,24.9,11.215,46.01,1.3,20.89,28,88,1.73,12.1,0.181,0.189,1.441,0.107,0.15,49.4,0.1,222,29,499,120,0.268,1.59,0.81
Cake or cupcake,"Cake or cupcake, nut, with icing or filling",4.15,20.32,6.251,53.7,0.9,20.37,19,58,1.72,8.2,0.115,0.129,0.981,0.051,0.1,34.5,0,164,20,409,132,0.18,1.46,0.51
Cake or cupcake,"Cake or cupcake, oatmeal",3.25,12.66,3.589,63.22,1.5,19.64,35,21,0.95,8.7,0.132,0.125,1.023,0.04,0.05,15.6,0.3,55,15,264,128,0.077,1.28,0.37
Cake or cupcake,"Cake or cupcake, peanut butter",5.17,21.18,4.836,53.64,1,18.44,17,53,2.44,7.2,0.104,0.127,2.043,0.064,0.09,35.3,0,168,28,416,164,0.145,1.44,0.57
Cake,"Cake, pound, without icing or filling",5,13.96,3.419,53.64,0.6,25.87,70,47,0.65,1.7,0.173,0.249,1.615,0.036,0.36,65.6,0,140,8,377,149,0.042,1.48,0.43
Cake,"Cake, pound, with icing or filling",3.59,15.82,5.299,62.78,0.4,16.42,50,35,1.01,5.9,0.128,0.287,1.237,0.026,0.26,47.9,0,107,6,336,119,0.03,1.12,0.33
Cake,"Cake, pound, chocolate",5.42,18.29,3.374,61.38,1.6,13.27,66,50,0.66,2.6,0.172,0.249,1.589,0.04,0.34,65.3,0,154,27,355,203,0.161,1.93,0.68
Cake,"Cake, pound, Puerto Rican style",6.96,29.1,1.711,45.16,0.6,17.73,270,31,1.1,2.4,0.155,0.267,1.24,0.066,0.3,89.5,0,101,10,252,80,0.06,1.68,0.64
Cake,"Cake, pound, reduced fat, cholesterol free",5.4,1.2,0.424,61,1.1,31,29,43,0.01,0.1,0.125,0.302,0.686,0.012,0,6.8,0,146,10,341,110,0.058,2.06,0.31
Cake or cupcake,"Cake or cupcake, pumpkin, without icing or filling",5.07,24,11.419,40.82,2.2,28.98,253,30,2.5,25.3,0.154,0.165,1.212,0.089,0.08,34.9,1.1,85,27,199,143,0.214,1.84,0.62
Cake or cupcake,"Cake or cupcake, pumpkin, with icing or filling",3.98,25.59,7.707,43.92,1.4,25.5,250,32,1.88,17,0.101,0.137,0.789,0.063,0.09,26.7,0.7,68,19,213,108,0.14,1.2,0.46
Cake or cupcake,"Cake or cupcake, raisin-nut",6.11,21.29,9.579,52.19,1.9,18.72,24,84,1.5,10.9,0.168,0.181,1.342,0.118,0.13,44,0.4,205,31,430,212,0.269,1.65,0.75
Cake,"Cake, Ravani",3.83,7.56,2.118,48.86,0.7,38.43,85,151,0.79,7,0.11,0.131,0.896,0.041,0.15,29.9,1.1,78,9,249,65,0.048,3.95,0.36
Cake,"Cake, rice flour, without icing or filling",4.46,8,0.148,44.21,1.2,40.98,0,184,0.08,0.1,0.178,0.336,1.678,0.061,0.01,4.5,1.7,126,27,296,205,0.164,2.21,0.9
Cake,"Cake, Quezadilla, El Salvadorian style",9.42,11.58,1.53,56.38,2.3,21.54,5,86,0.29,1.6,0.377,0.23,3.463,0.057,0.11,29.1,1.2,94,24,228,103,0.121,2.87,0.84
Cake or cupcake,"Cake or cupcake, spice, without icing or filling",4.91,24.68,11.775,44.55,1.7,24.82,19,24,2.28,21,0.155,0.16,1.154,0.082,0.08,33.7,0.5,78,21,204,99,0.194,1.47,0.59
Cake or cupcake,"Cake or cupcake, spice, with icing or filling",3.86,26.07,7.866,46.37,1.1,22.76,102,28,1.73,14.1,0.102,0.133,0.746,0.058,0.09,25.8,0.4,63,15,217,81,0.127,0.96,0.44
Cake,"Cake, sponge, without icing or filling",5.4,2.7,0.448,61,0.5,29.7,44,70,0.24,0.2,0.243,0.269,1.932,0.052,0.24,37.1,0,137,11,623,99,0.062,2.72,0.51
Cake,"Cake, sponge, with icing or filling",3.69,8.21,3.424,68.29,0.3,18.67,30,49,0.76,5.2,0.17,0.302,1.406,0.036,0.16,26.2,0,101,8,498,81,0.042,1.92,0.38
Cake,"Cake, sponge, chocolate",4.12,8.75,1.179,66.45,0.7,19.43,30,51,0.78,0.1,0.171,0.19,1.366,0.037,0.16,28,0,125,16,497,144,0.121,2.42,0.46
Rum cake,"Rum cake, without icing",5,13.96,3.419,53.64,0.6,25.87,70,47,0.65,1.7,0.173,0.249,1.615,0.036,0.36,65.6,0,140,8,377,149,0.042,1.48,0.43
Cake,"Cake, torte",3.67,13.72,3.483,37.07,0.8,44.33,39,67,1.32,9.2,0.111,0.134,1.036,0.042,0.14,34.8,14.9,140,10,361,96,0.048,0.96,0.35
Cake,"Cake, tres leche",6.35,8.73,0.594,41.86,0.3,41.49,97,183,0.31,0.7,0.108,0.291,0.697,0.053,0.26,61.7,1,163,16,160,195,0.035,0.94,0.66
Cake,"Cake, pineapple, upside down",3.51,16.52,1.331,43.55,0.9,35.21,130,67,0.54,1.5,0.113,0.138,0.816,0.061,0.11,31.3,9.1,67,14,165,110,0.093,1.03,0.45
Cake or cupcake,"Cake or cupcake, white, with icing or filling",2.99,17.91,6.378,56.2,0.3,22.1,32,62,1.19,6.9,0.1,0.07,0.5,0.043,0.15,61,0,143,6,269,53,0.034,1.07,0.25
Cake or cupcake,"Cake or cupcake, white, without icing or filling",3.79,13.15,3.775,49.55,0.4,32.05,0,49,0.91,11.1,0.137,0.153,1.346,0.011,0.03,2.4,0,171,7,429,65,0.04,0.85,0.16
Cake or cupcake,"Cake or cupcake, yellow, with icing or filling",3.16,17.75,4.728,55.36,1.5,22.38,7,32,4.5,25.1,0.043,0.093,0.8,0,0,17.4,0,138,20,310,187,0.159,2.03,0.42
Cake or cupcake,"Cake or cupcake, yellow, without icing or filling",4.54,16.29,4.796,45.37,0.4,32.33,29,76,1.68,12.1,0.145,0.174,1.329,0.037,0.16,45.2,0,179,8,513,61,0.049,1.22,0.39
Cake,"Cake, shortcake, biscuit type, with whipped cream and fruit",4.04,10.35,0.529,27.86,1.4,55.68,93,145,0.4,1.7,0.18,0.16,1.504,0.042,0.12,11.1,20.5,106,15,363,136,0.055,1.49,0.37
Cake,"Cake, shortcake, biscuit type, with fruit",4.26,8.64,0.492,30.98,1.6,53.79,80,155,0.37,1.7,0.208,0.179,1.771,0.043,0.09,10.4,24.3,111,16,428,137,0.063,1.76,0.38
Cake,"Cake, shortcake, sponge type, with whipped cream and fruit",4.21,4.25,0.434,47.31,0.9,43.22,50,63,0.31,0.9,0.177,0.197,1.434,0.052,0.2,28.7,15.5,110,12,428,124,0.056,1.98,0.42
Cake,"Cake, shortcake, sponge type, with fruit",4.44,2.22,0.398,52.64,1,39.64,35,60,0.28,0.8,0.198,0.218,1.632,0.055,0.19,30.8,17.7,115,13,489,124,0.063,2.26,0.44
Cake,"Cake, shortcake, with whipped topping and fruit, diet",3.62,4.75,0.416,40.5,1,50.23,51,58,0.33,1.2,0.145,0.163,1.194,0.051,0.17,24.5,21.3,95,12,338,130,0.053,1.63,0.38
Cake or cupcake,"Cake or cupcake, zucchini",4.24,27.5,8.296,45.98,1.1,21.21,109,32,1.81,15.5,0.111,0.151,0.846,0.083,0.1,28.2,2.4,72,18,230,116,0.136,1.05,0.51
Cookie,"Cookie, batter or dough, raw",4.8,22.24,6.608,54.13,0.9,16.97,229,54,2.46,24.1,0.259,0.224,1.923,0.041,0.13,40.3,0.1,71,11,535,72,0.062,1.86,0.38
Cookie,"Cookie, NFS",5.1,24.72,8.417,65.36,2,3.57,0,21,2.01,33.7,0.292,0.297,2.665,0.058,0.03,10.5,0,109,41,311,171,0.323,5.58,0.72
Cookie,"Cookie, almond",5.37,26.22,8.326,63.78,1.3,3.6,0,13,2.44,11,0.353,0.314,3.275,0.071,0,0.9,0,66,14,353,88,0.09,2.98,0.49
Cookie,"Cookie, applesauce",6.2,18.1,2.543,68.7,2.8,5.7,5,37,0.26,8,0.267,0.23,2.227,0.066,0,12,0.5,138,33,520,142,0.134,2.58,0.79
Cookie,"Cookie, biscotti",7.38,8.09,3.049,66.36,1.4,16.49,18,111,0.95,7.6,0.314,0.308,2.646,0.039,0.09,31.6,0.4,206,14,263,83,0.086,2.68,0.5
Cookie,"Cookie, brownie, NS as to icing",4.8,16.3,2.259,63.9,2.1,13.6,20,29,0.15,6.5,0.255,0.21,1.721,0.035,0.07,10,0,101,31,286,149,0.224,2.25,0.72
Cookie,"Cookie, brownie, without icing",4.8,16.3,2.259,63.9,2.1,13.6,20,29,0.15,6.5,0.255,0.21,1.721,0.035,0.07,10,0,101,31,286,149,0.224,2.25,0.72
Cookie,"Cookie, brownie, with icing or filling",2.94,16.95,2.242,63.55,1.5,15.31,10,18,0.86,3.2,0.133,0.113,0.915,0.02,0.04,8.4,0,90,26,234,173,0.212,1.83,0.5
Cookie,"Cookie, brownie, reduced fat, NS as to icing",2.77,9.68,2.581,61.58,11.1,24.83,0,0,0.59,8,0.178,0.247,1.441,0.019,0.02,13.9,0,59,31,290,143,0.178,1.99,0.46
Cookie,"Cookie, brownie, fat free, NS as to icing",2.77,9.68,2.581,61.58,11.1,24.83,0,0,0.59,8,0.178,0.247,1.441,0.019,0.02,13.9,0,59,31,290,143,0.178,1.99,0.46
Cookie,"Cookie, butterscotch, brownie",4.8,16.3,2.259,63.9,2.1,13.6,20,29,0.15,6.5,0.255,0.21,1.721,0.035,0.07,10,0,101,31,286,149,0.224,2.25,0.72
Cookie,"Cookie, bar, with chocolate",5.1,24.72,8.417,65.36,2,3.57,0,21,2.01,33.7,0.292,0.297,2.665,0.058,0.03,10.5,0,109,41,311,171,0.323,5.58,0.72
Cookie,"Cookie, chocolate chip",5.1,24.72,8.417,65.36,2,3.57,0,21,2.01,33.7,0.292,0.297,2.665,0.058,0.03,10.5,0,109,41,311,171,0.323,5.58,0.72
Cookie,"Cookie, chocolate chip, made from home recipe or purchased at a bakery",5.81,28.12,6.678,59.38,2.7,5.18,115,42,0.58,2.8,0.171,0.161,1.275,0.096,0.07,31,0.1,111,52,280,191,0.395,2.2,0.99
Cookie,"Cookie, chocolate chip, reduced fat",5.97,17.91,5.641,67.49,3,7.36,0,0,1.47,4.1,0.263,0.185,1.982,0.022,0,4.9,0,63,32,418,134,0.204,3.22,0.59
Cookie,"Cookie, chocolate chip sandwich",2.94,17.65,6.393,63.52,0,14.95,0,0,1.84,4.2,0.246,0.166,1.831,0.019,0.02,11.3,0,59,25,279,94,0.211,1.06,0.69
Cookie,"Cookie, chocolate, made with rice cereal",3.23,19.35,3.013,63.26,1.6,13.02,0,32,1.96,4,0.347,0.401,3.539,0.328,0.07,13.7,0,96,38,210,227,0.18,2.49,0.67
Cookie,"Cookie, chocolate, made with oatmeal and coconut, no bake",6.2,18.1,2.543,68.7,2.8,5.7,5,37,0.26,8,0.267,0.23,2.227,0.066,0,12,0.5,138,33,520,142,0.134,2.58,0.79
Cookie,"Cookie, chocolate or fudge",6.6,14.2,4.153,72.7,3.4,4.5,3,31,0.72,2.4,0.203,0.266,2.858,0.051,0.09,14.3,0,132,53,580,210,0.463,4.01,1.09
Cookie,"Cookie, chocolate or fudge, reduced fat",5.97,17.91,5.641,67.49,3,7.36,0,0,1.47,4.1,0.263,0.185,1.982,0.022,0,4.9,0,63,32,418,134,0.204,3.22,0.59
Cookie,"Cookie, chocolate, with chocolate filling or coating, fat free",5.97,17.91,5.641,67.49,3,7.36,0,0,1.47,4.1,0.263,0.185,1.982,0.022,0,4.9,0,63,32,418,134,0.204,3.22,0.59
Cookie,"Cookie, marshmallow, chocolate-covered",4,16.9,1.943,67.7,2,10.1,1,46,0.14,7,0.093,0.208,0.784,0.062,0.17,13.6,0.1,97,36,188,182,0.262,2.53,0.65
Cookie,"Cookie, marshmallow pie, chocolate covered",4,16.9,1.943,67.7,2,10.1,1,46,0.14,7,0.093,0.208,0.784,0.062,0.17,13.6,0.1,97,36,188,182,0.262,2.53,0.65
Cookie,"Cookie, chocolate, with icing or coating",4.5,24.2,3.6,67.87,2.3,2,0,15,2.79,6.9,0.29,0.19,2.5,0.023,0.02,7,0,75,25,380,95,0.267,3,0.3
Cookie,"Cookie, sugar wafer, chocolate-covered",3.45,27.59,4.176,65.99,3.4,1.73,1,0,2.16,6.9,0.094,0.215,0.642,0.048,0.15,16.3,0,117,45,138,311,0.265,1.24,0.61
Cookie,"Cookie, chocolate sandwich",5.21,19.14,3.561,71,2.9,3.11,1,21,2.47,27.4,0.197,0.238,2.603,0.023,0,19.2,0,93,47,388,234,0.334,12.14,0.74
Cookie,"Cookie, chocolate sandwich, reduced fat",2.94,13.24,3.425,76.17,2.9,6.23,0,0,1.68,16,0.29,0.204,2.235,0.02,0,22.1,0,66,25,471,176,0.188,3.18,0.49
Cookie,"Cookie, chocolate, sandwich, with extra filling",4.33,24.52,2.471,68.2,2.7,1.65,0,16,1.89,6.2,0.115,0.12,1.937,0,0.02,3.3,0,69,36,351,137,0.337,7.8,0.78
Cookie,"Cookie, chocolate and vanilla sandwich",5.21,19.14,3.561,71,2.9,3.11,1,21,2.47,27.4,0.197,0.238,2.603,0.023,0,19.2,0,93,47,388,234,0.334,12.14,0.74
Cookie,"Cookie, chocolate wafer",6.6,14.2,4.153,72.7,3.4,4.5,3,31,0.72,2.4,0.203,0.266,2.858,0.051,0.09,14.3,0,132,53,580,210,0.463,4.01,1.09
Cookie,"Cookie, graham cracker with chocolate and marshmallow",6.36,18.57,2.455,68.97,2.8,4.6,30,122,0.75,7.5,0.139,0.255,1.648,0.069,0.38,25.4,0,167,45,221,245,0.321,2.46,1.49
Cookie bar,"Cookie bar, with chocolate, nuts, and graham crackers",5.1,24.72,8.417,65.36,2,3.57,0,21,2.01,33.7,0.292,0.297,2.665,0.058,0.03,10.5,0,109,41,311,171,0.323,5.58,0.72
Cookie,"Cookie, coconut",3.02,22.55,0.81,61.22,5.1,11.5,0,5,0.19,1.1,0.02,0.06,0.22,0.096,0,9.1,0,68,29,241,123,0.269,0.82,0.73
Cookie,"Cookie, fruit-filled bar",3.7,7.3,2.772,70.9,4.6,16.5,9,64,0.65,5.8,0.158,0.217,1.874,0.075,0.09,14.6,0.3,62,27,350,207,0.147,2.9,0.39
Cookie,"Cookie, fruit-filled bar, fat free",3.7,7.3,2.772,70.9,4.6,16.5,9,64,0.65,5.8,0.158,0.217,1.874,0.075,0.09,14.6,0.3,62,27,350,207,0.147,2.9,0.39
Cookie,"Cookie, fig bar",3.7,7.3,2.772,70.9,4.6,16.5,9,64,0.65,5.8,0.158,0.217,1.874,0.075,0.09,14.6,0.3,62,27,350,207,0.147,2.9,0.39
Cookie,"Cookie, fig bar, fat free",3.7,7.3,2.772,70.9,4.6,16.5,9,64,0.65,5.8,0.158,0.217,1.874,0.075,0.09,14.6,0.3,62,27,350,207,0.147,2.9,0.39
Cookie,"Cookie, fortune",4.2,2.7,0.466,84,1.6,8,1,12,0.03,1.1,0.182,0.13,1.84,0.013,0.01,6,0,35,7,31,41,0.06,1.44,0.17
Cookie,"Cookie, cone shell, ice cream type, wafer or cake",8.1,6.9,3.264,79,3,5.3,0,25,0.78,1.8,0.25,0.354,4.427,0.03,0,9.4,0,97,26,256,112,0.204,3.6,0.67
Cookie,"Cookie, gingersnaps",5.6,9.8,1.372,76.9,2.2,5.3,0,77,0.97,2.5,0.2,0.293,3.235,0.098,0,8.8,0,83,49,555,346,0.305,6.4,0.55
Cookie,"Cookie, granola",9.8,17.6,1.634,66.7,3.1,4.1,8,60,0.82,15.9,0.28,0.11,1.75,0.35,0,27.6,1,277,101,251,326,0.36,3.18,1.6
Cookie,"Cookie, ladyfinger",10.6,9.1,1.422,59.7,1,19.5,3,47,0.63,0.2,0.284,0.428,2.104,0.122,0.75,92,3.7,173,12,147,113,0.095,3.58,1.14
Cookie,"Cookie, lemon bar",5.01,18.73,5.459,62.35,0.8,12.88,198,42,2.07,19.3,0.171,0.211,1.39,0.046,0.15,48.4,3.5,75,9,226,65,0.055,1.6,0.42
Cookie,"Cookie, macaroon",3.02,22.55,0.81,61.22,5.1,11.5,0,5,0.19,1.1,0.02,0.06,0.22,0.096,0,9.1,0,68,29,241,123,0.269,0.82,0.73
Cookie,"Cookie, marshmallow, with coconut",4,16.9,1.943,67.7,2,10.1,1,46,0.14,7,0.093,0.208,0.784,0.062,0.17,13.6,0.1,97,36,188,182,0.262,2.53,0.65
Cookie,"Cookie, marshmallow, with rice cereal, no bake",3.4,9,5.1,80.5,0,5.9,270,3,0,0,0.7,0.8,9.1,0.9,0,0,0,42,13,351,39,0.1,2.2,0.5
Cookie,"Cookie, marshmallow, with rice cereal and chocolate chips",4.55,18.18,1.773,63.26,0,12.27,43,0,0.72,6.9,0.682,0.773,5.455,0.909,0.04,8.2,0,98,51,341,227,0.432,1.64,1.11
Cookie,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",3.4,9,5.1,80.5,0,5.9,270,3,0,0,0.7,0.8,9.1,0.9,0,0,0,42,13,351,39,0.1,2.2,0.5
Cookie,"Cookie, meringue",5.75,0.34,0,80.44,0,12.54,0,5,0,0,0.002,0.236,0.052,0.003,0.04,0.5,0,8,6,243,153,0.019,0.1,0.03
Cookie,"Cookie, molasses",5.6,12.8,1.729,73.8,1,5.8,0,74,0.11,5.5,0.355,0.264,3.031,0.104,0,8.4,0,95,52,459,346,0.373,6.43,0.45
Cookie,"Cookie, Lebkuchen",5.6,12.8,1.729,73.8,1,5.8,0,74,0.11,5.5,0.355,0.264,3.031,0.104,0,8.4,0,95,52,459,346,0.373,6.43,0.45
Cookie,"Cookie, multigrain, high fiber",9.8,17.6,1.634,66.7,3.1,4.1,8,60,0.82,15.9,0.28,0.11,1.75,0.35,0,27.6,1,277,101,251,326,0.36,3.18,1.6
Cookie,"Cookie, oatmeal",6.2,18.1,2.543,68.7,2.8,5.7,5,37,0.26,8,0.267,0.23,2.227,0.066,0,12,0.5,138,33,520,142,0.134,2.58,0.79
